CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,ModifiedDate
166,0,Ms.,Stacey,M.,Cereghino,NULL,Fitness Toy Store,adventure-works\jillian0,stacey0@adventure-works.com,351-555-0131,u/IE2VGaycl6iSw+8Es0ro5F6g//TK/eJA3ICMBHXmc=,n+71V7I=,2005-07-01 00:00:00.000
167,0,Mr.,Blaine,NULL,Dockter,NULL,Farthermost Bike Shop,adventure-works\shu0,blaine0@adventure-works.com,156-555-0187,9E6RJtJrsu2iqMbyKMJRaVfPipCW5XObegb3KE3K85M=,hiSI26I=,2005-08-01 00:00:00.000
168,0,Sr.,Luis,NULL,Bonifaz,NULL,Economy Bikes Company,adventure-works\linda3,luis0@adventure-works.com,688-555-0113,fOnF7T/vMnI6uJzH1IxN9lcM8z31odelgSIW9Vu8sD4=,dz8Ej6A=,2006-09-01 00:00:00.000
169,0,Ms.,Brenda,NULL,Diaz,NULL,Downtown Hotel,adventure-works\shu0,brenda2@adventure-works.com,147-555-0192,84meSWqxRT9guwZSihzP3MYe7UV2VaMLBldOf8pTy5A=,lsd099Q=,2005-09-01 00:00:00.000
172,0,Ms.,Gabriele,NULL,Dickmann,NULL,Certified Sports Supply,adventure-works\josé1,gabriele0@adventure-works.com,835-555-0116,6eApe0lB1ZkvyJB3Uo3LaYGV8sm2/NE9fUHXM7a0RYU=,M8SoIWU=,2005-09-01 00:00:00.000
173,0,Mr.,Rudolph,J.,Dillon,Sr.,Sundry Sporting Goods,adventure-works\josé1,rudolph0@adventure-works.com,722-555-0169,hynkaEM/LxC86JGG4q4AGgiar6iWoIu5bLVB3gFq2RM=,DUDd/5g=,2005-09-01 00:00:00.000
174,0,Mr.,Michael,L.,Bohling,NULL,Toy Manufacturing Inc,adventure-works\garrett1,michael12@adventure-works.com,838-555-0147,OaSaJ/wRTB0DFRe0vMDnhW8BPYsB0r2Stk5dzsBWusI=,G5ADims=,2005-09-01 00:00:00.000
178,0,Mr.,Dick,NULL,Dievendorff,NULL,Rampart Amusement Company,adventure-works\jae0,dick1@adventure-works.com,1 (11) 500 555-0193,dI9bbaCIElCUwy2PYLUYLNIrdM9yCcuTmHspqw8Wsxc=,FihOX8w=,2007-08-01 00:00:00.000
180,0,Ms.,Nicky,E.,Chesnut,NULL,Full-Service Bike Store,adventure-works\michael9,nicky0@adventure-works.com,264-555-0164,weDREfIdFEInQXlEuUK3AjoRiqGR7g2cJQHBZ1BT5xw=,ggpF1Og=,2005-09-01 00:00:00.000
181,0,Mr.,Michael,J.,Lee,NULL,Family Entertainment Center,adventure-works\pamela0,michael18@adventure-works.com,396-555-0139,A6RveLbS4qIaP/sOesBWwK7KlcShNP0N7DDN2VRWxYk=,vhvGQUE=,2007-08-01 00:00:00.000
182,0,Mr.,Stanley,A.,Alan,Jr.,Another Bicycle Company,adventure-works\david8,stanley0@adventure-works.com,156-555-0126,uzR3iWUJwdMRenhBxExmLfmCRPenWgwazHnSEPDbzb8=,kj/7VTw=,2007-09-01 00:00:00.000
183,0,Mr.,Yao-Qiang,NULL,Cheng,NULL,This Area Sporting Goods,adventure-works\jillian0,yao-qiang0@adventure-works.com,344-555-0181,3LD/Jab7lP6gIPvK5EdTnwhHBo+dxs3y9GbIgmN6E8Q=,BG6Ps64=,2006-07-01 00:00:00.000
184,0,Ms.,Marjorie,M.,Lee,NULL,Go-cart and Bike Specialists,adventure-works\jillian0,marjorie0@adventure-works.com,306-555-0166,viR4W7eY7DDH81eAFhdKTb8Hft5EM8K5CcxdoPdoqgs=,ZcFvFFc=,2006-07-01 00:00:00.000
185,0,Mr.,Sandeep,NULL,Kaliyath,NULL,Weekend Bike Tours,adventure-works\shu0,sandeep1@adventure-works.com,495-555-0113,Rrgza3uGhmNF9StSEGpXIJ5moVVsmcjhGDjdCAPyMnc=,ekE0M9I=,2007-07-01 00:00:00.000
186,0,Mr.,Pei,NULL,Chow,NULL,Thrilling Bike Tours,adventure-works\linda3,pei0@adventure-works.com,789-555-0184,UVTWGfYZBU+ZmXLqhvqZFDwYXdtX14O87KHOHN36XDc=,pI/k4Qw=,2007-09-01 00:00:00.000
187,0,Mr.,Frank,NULL,Campbell,NULL,Trailblazing Sports,adventure-works\shu0,frank4@adventure-works.com,491-555-0132,XKb/GbNNUPKesifxpBwavz3wz5Y3jbFPJgsBIVEFvO0=,/9h1e7s=,2005-09-01 00:00:00.000
190,0,Mr.,Mark,NULL,Lee,NULL,Racing Partners,adventure-works\josé1,mark5@adventure-works.com,371-555-0112,Lk6x4lbbepoCdlNUxLYjn6D3zCWVxEKiK2DwxCURAis=,s7z2FRc=,2007-09-01 00:00:00.000
191,0,Ms.,Sandra,T.,Kitt,NULL,Non-Slip Pedal Company,adventure-works\josé1,sandra2@adventure-works.com,303-555-0117,d8QmW8XwLDvVvz9RYBNkv59Snnfp3tdnQQ/IZ0UEV9U=,FccEr0Q=,2005-08-01 00:00:00.000
192,0,Mr.,Hao,NULL,Chen,NULL,Nuts and Bolts Mfg.,adventure-works\garrett1,hao1@adventure-works.com,117-555-0173,iwlZhoYS98IRDbB9ps/YqC5ITCR+AZm5L+5g5nqHzE4=,okCr0j4=,2005-08-01 00:00:00.000
196,0,Ms.,Jolie,NULL,Lenehan,NULL,Exhibition Showroom,adventure-works\jae0,jolie0@adventure-works.com,1 (11) 500 555-0126,qUddcyDDhMORzm2Tp3YcC3vD7dXKgTEDtTorjPbhbmk=,C2IP7to=,2007-07-01 00:00:00.000
197,0,Ms.,Diane,F.,Krane,NULL,"Fabrikam Inc., West",adventure-works\michael9,diane4@adventure-works.com,224-555-0126,IQvtwGrIwRDX9ZHmv+WXAmqiXokkD7MT/x8ZdSBArjo=,6xHx1mQ=,2006-09-01 00:00:00.000
198,0,Mr.,Payton,P.,Benson,NULL,Field Trip Inc,adventure-works\michael9,payton0@adventure-works.com,528-555-0183,FnBp23EtjoS2hj7nCcr9a76vZjNvQ+/WT/5vyYyKG5o=,TYGH50Q=,2005-11-01 00:00:00.000
199,0,Mr.,Roger,NULL,Lengel,NULL,Authorized Bike Sales and Rental,adventure-works\pamela0,roger1@adventure-works.com,947-555-0143,LoVploOms9pM4zQpIHQdGFLraQGd2ZtmlhGCKz8RxZk=,1PXmt4Y=,2007-08-01 00:00:00.000
200,0,Ms.,Peggy,J.,Justice,NULL,Basic Bike Company,adventure-works\david8,peggy0@adventure-works.com,170-555-0189,C4CbjWP+J+L/5D9jekqIDsijBR8VvJlpu7IxqSE3ckI=,GR7idhc=,2005-07-01 00:00:00.000
201,0,Ms.,Edna,J.,Benson,NULL,Unsurpassed Bikes,adventure-works\jillian0,edna0@adventure-works.com,789-555-0189,POpWTovMrdUJmLS24NDBdrrY5tasoVlQod5uB56k4YM=,Jx6w2tk=,2007-09-01 00:00:00.000
202,0,NULL,A.,Francesca,Leonetti,NULL,Two-Seater Bikes,adventure-works\jillian0,a0@adventure-works.com,645-555-0193,M2iP88O+gIF88E9NpBhI0baOUusaGXrum+clJ/miHO8=,6UypM3o=,2007-09-01 00:00:00.000
203,0,Ms.,Jean,NULL,Jordan,NULL,Separate Parts Corporation,adventure-works\shu0,jean3@adventure-works.com,207-555-0129,Fz+NYcaaq3h6DqGHlfln+rg8Acm2x1ZGxvEayxBvctA=,RqNfsHY=,2005-07-01 00:00:00.000
204,0,Mr.,Ido,NULL,Ben-Sachar,NULL,Traction Tire Company,adventure-works\linda3,ido0@adventure-works.com,973-555-0112,miuh5Po0s3jNnKrMwmuROEApoKFRWumb1K1EMP0hGB0=,TLqFgK0=,2005-07-01 00:00:00.000
205,0,Mr.,Frank,NULL,Mart¡nez,NULL,Rally Master Company Inc,adventure-works\shu0,frank5@adventure-works.com,171-555-0147,om5PZqKM1Q45cWiYPIrXl/Aae/JkbppbhDiC35ExpI8=,6YiQ2V8=,2007-07-01 00:00:00.000
208,0,Mr.,Steve,NULL,Masters,NULL,Professional Cyclists,adventure-works\josé1,steve2@adventure-works.com,154-555-0115,yFi3yGOATh6SBDVcA2+76Fx57aewXlckixsLIK6rBQ8=,WWk6sxA=,2005-08-01 00:00:00.000
209,0,Mr.,Robert,E.,Jones,NULL,Purple Bicycle Company,adventure-works\josé1,robert6@adventure-works.com,595-555-0131,P7kS2qmv24u6DHt3T4KoKJ6+3pJpWEoMKQZVPpaRlmo=,c0oPTcw=,2005-08-01 00:00:00.000
210,0,Mr.,Josh,NULL,Barnhill,NULL,Gasless Cycle Shop,adventure-works\garrett1,josh0@adventure-works.com,584-555-0192,bskaXdzyt3OUpHetBO/IcD+SDhG5EyMDjtlYBlgd5JM=,m3KdhOo=,2005-08-01 00:00:00.000
214,0,Ms.,Jennifer,J.,Maxham,NULL,Exclusive Bicycle Mart,adventure-works\jae0,jennifer1@adventure-works.com,1 (11) 500 555-0175,7Rt3EiYjLXevQHTKMCMAavZEDngeIlBpAJZwplBW0G0=,M6OjY4Y=,2006-08-01 00:00:00.000
217,0,Mr.,Chris,NULL,Maxwell,NULL,City Manufacturing,adventure-works\pamela0,chris6@adventure-works.com,642-555-0187,ixajZho2s3ev/ogNQ9FUe1TyfA9yX1aEVWDOy/mdUAU=,k3iiros=,2006-11-01 00:00:00.000
218,0,Mr.,David,NULL,Johnson,NULL,Sure & Reliable Sporting Goods,adventure-works\david8,david18@adventure-works.com,476-555-0139,tw+fIchafvuaOuwyEXmlXbPr9Vt3EILylHlmwfm6Gig=,0fgKxF4=,2005-08-01 00:00:00.000
219,0,Mr.,Brian,NULL,Johnson,NULL,Extras Sporting Goods,adventure-works\jillian0,brian6@adventure-works.com,320-555-0134,TGnRB6vDbV0LZss8tA9iu637/34mcJWkD0Ux4xaza/k=,2t9hMlk=,2007-03-01 00:00:00.000
220,0,Mr.,Robert,NULL,Brown,NULL,Best o' Bikes,adventure-works\jillian0,robert5@adventure-works.com,575-555-0189,WdS3xcgtqW4nnV7dyZ17PmiMPZ5vKs5whm3ANBVQ1sQ=,mQK+bIw=,2007-07-01 00:00:00.000
221,0,Ms.,Sandra,B.,Maynard,NULL,Bike Dealers Association,adventure-works\shu0,sandra4@adventure-works.com,993-555-0179,iPjYe483dSgp0POtxsJVNCcegR3PdCK33L1Elr6F14w=,CqQEYuw=,2005-07-01 00:00:00.000
222,0,Mr.,Barry,NULL,Johnson,NULL,Sample Bike Store,adventure-works\linda3,barry1@adventure-works.com,858-555-0140,lepgCpcuzDRNfqPaAgUacRzPVGGXHwiRm7wwJ4cNgBs=,lkPNcdI=,2005-09-01 00:00:00.000
223,0,Ms.,Joyce,NULL,Jarvis,NULL,Paints and Solvents Company,adventure-works\shu0,joyce0@adventure-works.com,458-555-0179,HdGP+FhhGf8dYBcwT4pIsPs6mdixGxg1UVN0kMtW2Jk=,XdEyqf4=,2007-09-01 00:00:00.000
226,0,Ms.,Vance,P.,Johns,NULL,Leisure Activities,adventure-works\josé1,vance0@adventure-works.com,103-555-0151,SjhcbJpcpaWw4QjUCmjWLcY825LVBVxAVlKUVRGVC/0=,Tb+oJnk=,2006-08-01 00:00:00.000
227,0,Ms.,Robin,M.,McGuigan,NULL,"Health Spa, Limited",adventure-works\josé1,robin0@adventure-works.com,431-555-0153,fLh6z9dFddA6FLXlQVHhI5C9QbgD7gDHv63wFwwLzx8=,OtAJEtc=,2005-07-01 00:00:00.000
228,0,Ms.,Danielle,B.,Johnson,NULL,Home Town Bike Store,adventure-works\garrett1,danielle1@adventure-works.com,356-555-0190,b0w+/GVSsenvVoXksIyrBh+BGRKEIsId9aOsMDCOZi8=,W1IKTDo=,2007-09-01 00:00:00.000
232,0,Mr.,David,NULL,Jaffe,NULL,Exceptional Cycle Services,adventure-works\jae0,david17@adventure-works.com,1 (11) 500 555-0140,FGdnPYTMqac/OnHuvpZH+gBqo30RCSqFL8kFsXLMOlI=,AnSCCJw=,2007-07-01 00:00:00.000
235,0,Ms.,Mary,NULL,Alexander,NULL,Certified Bicycle Supply,adventure-works\pamela0,mary7@adventure-works.com,344-555-0133,y0iroPvPC4eEspx+3ldDYTXprGyXnnCpLGd3uXHr/+A=,F1wnUPk=,2006-09-01 00:00:00.000
236,0,Ms.,Lola,M.,McCarthy,NULL,Closeout Boutique,adventure-works\david8,lola0@adventure-works.com,173-555-0151,FA9j5YePslFGxxwINV2WNFLdtlbCtTK0YuF06zPc16Q=,ojfzrl4=,2006-08-01 00:00:00.000
237,0,Ms.,Mary,K.,Browning,NULL,Client Discount Store,adventure-works\jillian0,mary5@adventure-works.com,658-555-0146,ChGbWjf0h+VNc991cHR4FwJMGxeHxuYSeKVPflcq7wc=,dt/JUB4=,2006-08-01 00:00:00.000
238,0,Ms.,Jodan,M.,Jacobson,NULL,A Great Bicycle Company,adventure-works\jillian0,jodan0@adventure-works.com,652-555-0189,PSKz4q56IqL3q9GPJjYwAKKz2sFtFqkN9n9dfiu1q+0=,F/sb/Xc=,2005-09-01 00:00:00.000
239,0,Ms.,Jane,A.,McCarty,NULL,Bicycle Merchandise Warehouse,adventure-works\shu0,jane3@adventure-works.com,529-555-0195,ZoY0+khcW5IFNHszZdW3+g5b7xWZLakfBmLzPRGtfpI=,cpPYnNE=,2006-09-01 00:00:00.000
240,0,Mr.,Jessie,E.,Valerio,NULL,Wire Baskets and Parts,adventure-works\linda3,jessie0@adventure-works.com,103-555-0179,9EmEkovAOZzHdTYAXrsu3h3xgAvhMbHSs9Q8N+/CWao=,mgl/qso=,2005-08-01 00:00:00.000
241,0,Mr.,Eric,A.,Jacobsen,NULL,Vale Riding Supplies,adventure-works\shu0,eric5@adventure-works.com,703-555-0120,KONBZCeYvjn9uAVeRFeN0CzMQcKJjrofhFrGTXAscDI=,3V8BWNc=,2007-07-01 00:00:00.000
244,0,Mr.,Bronson,R.,Jacobs,NULL,Retail Discount Store,adventure-works\josé1,bronson0@adventure-works.com,697-555-0131,qD4cGE0DTDO7V/k6mu0nvfAt3rfbx4PQyYjp43hn+ik=,rLOroU0=,2008-06-01 00:00:00.000
245,0,Mr.,James,L.,McCoy,II,Leather Seat Factory,adventure-works\josé1,james12@adventure-works.com,191-555-0151,7fCBS9M7J3qJvmN3sgO/fbT2ap3vnYQ/k+fKjaHYP/0=,r9owTtw=,2006-07-01 00:00:00.000
246,0,Ms.,Esther,K.,Valle,NULL,Large Bike Shop,adventure-works\garrett1,esther0@adventure-works.com,481-555-0131,70nGUIq7rO630L2/dv94XQ4HE2WWDpHISgy2OgtRANo=,HQA1TJE=,2006-07-01 00:00:00.000
250,0,Ms.,Denean,J.,Ison,NULL,Express Bike Services,adventure-works\jae0,denean0@adventure-works.com,1 (11) 500 555-0127,RJeObGR0plv36VFq0yPWZGwFUAeTDIWG4sJppheOSaM=,mZ4Tbi0=,2007-08-01 00:00:00.000
253,0,Mr.,Erik,NULL,Ismert,NULL,Roving Sports,adventure-works\pamela0,erik0@adventure-works.com,116-555-0163,qH31PnQBwyUFQKdjw4bJmkw4mcqJUwRlENuk3bHLNx4=,xAk6xGo=,2006-07-01 00:00:00.000
254,0,Mr.,Robert,M.,Bernacchi,NULL,Safe Cycles Shop,adventure-works\david8,robert4@adventure-works.com,449-555-0176,uNz2P7Jd7t3y2Neqi3NsRS7m0blEPSm/j3sOdXpJ7aw=,G5Du9Sw=,2006-09-01 00:00:00.000
255,0,Mr.,Sunil,NULL,Uppal,NULL,Swift Cycles,adventure-works\jillian0,sunil0@adventure-works.com,184-555-0187,agm2RVYpEMjc+OpNxGG7gujHre5Wv8c+QcQgm6orG2I=,Yqlwc+g=,2005-08-01 00:00:00.000
256,0,Mr.,Richard,L.,Irwin,NULL,Rental Bikes,adventure-works\jillian0,richard4@adventure-works.com,367-555-0124,h5MoUod8rV39hjm6vrOX+iiVre1Alla8UfBtwIodbOg=,B/Jr1SE=,2005-08-01 00:00:00.000
257,0,Mr.,Matthias,NULL,Berndt,NULL,Number 1 Supply,adventure-works\shu0,matthias1@adventure-works.com,384-555-0169,PGmZaBbqtByrVs9jYLcigdjJ5O29jcKmsdbRwANU3WQ=,6Mzfp8w=,2006-08-01 00:00:00.000
258,0,Mr.,Sairaj,NULL,Uddin,NULL,Quantity Discounts,adventure-works\linda3,sairaj1@adventure-works.com,767-555-0193,S71ozp3yMBzUJk7fj4M8SRU+dElVKuXvieJDpDOvVv8=,iKVyEt4=,2006-08-01 00:00:00.000
259,0,Mr.,Lucio,NULL,Iallo,NULL,Highway Bike Shop,adventure-works\shu0,lucio0@adventure-works.com,199-555-0135,YodKwREGttzzQZXSLkjMe6ipm+9hE2yzBmAYNlj3qKM=,7hC00f0=,2005-08-01 00:00:00.000
262,0,Ms.,Beth,NULL,Inghram,NULL,General Industries,adventure-works\josé1,beth0@adventure-works.com,718-555-0152,F+vY3tSf0ZDAiQakfFA7yxIP0M8ljrI5oYD1F1iZt4w=,H5fjp4Y=,2006-09-01 00:00:00.000
263,0,Mr.,Timothy,B.,Burnett,Jr.,Farthest Bike Store,adventure-works\josé1,timothy0@adventure-works.com,251-555-0172,lYPMOabTmO7waFR155ZAm1jDwBg6VW2xrT6sZ1yxPio=,e8KtQ70=,2007-08-01 00:00:00.000
264,0,Ms.,Phyllis,B.,Tuffield,NULL,Fasteners & Bolts Outlet,adventure-works\garrett1,phyllis3@adventure-works.com,277-555-0182,95PLNarmtKePNK2WYvZZ8U/arYSs9EJoBoh2P7GHCCs=,MLAW5PQ=,2007-08-01 00:00:00.000
268,0,Mr.,Richard,A.,Byham,NULL,Channel Outlet,adventure-works\jae0,richard2@adventure-works.com,1 (11) 500 555-0138,adQ3TmZB28FhQvF2FntW1RInx5S+aOSvwpURQDLarr8=,KoBtEoU=,2007-09-01 00:00:00.000
271,0,Mr.,Jared,L.,Bustamante,NULL,Alternative Vehicles,adventure-works\pamela0,jared0@adventure-works.com,164-555-0147,HpDMv2bnK4/qDUMQn8+csux9vDdycGo7vFyJ5y4Vh/Q=,NbybY4k=,2005-11-01 00:00:00.000
272,0,Mr.,Henry,L.,Campen,NULL,Metro Cycle Shop,adventure-works\david8,henry0@adventure-works.com,635-555-0126,sk3ylc8GdTAWxH2DM4cy8rLkoHXK7tIeMWUl3VNm+Bk=,2NEGr8A=,2005-09-01 00:00:00.000
273,0,Ms.,Christie,J.,Trujillo,NULL,A Typical Bike Shop,adventure-works\jillian0,christie0@adventure-works.com,686-555-0180,VWZMnmAlCwxvJOjzebXyjCeFgHg6VcKqDb6g/BJXULc=,/tv9aHA=,2005-09-01 00:00:00.000
274,0,Ms.,Janet,J.,Gilliat,NULL,Active Systems,adventure-works\jillian0,janet2@adventure-works.com,521-555-0183,TYrGU6N0naplzEIsTHgR53UnASh8dXOYxTYOdOrI6Fo=,k1FFTeE=,2006-07-01 00:00:00.000
275,0,Mr.,Chris,NULL,Cannon,NULL,Outdoor Sporting Goods,adventure-works\shu0,chris5@adventure-works.com,118-555-0131,RKimtgGoqQN8dj2KGy7mvo2DrpTK0yOpF9e6sgxyOTU=,LQWSses=,2007-07-01 00:00:00.000
276,0,Mr.,Michael John,R.,Troyer,NULL,Thrifty Parts and Sales,adventure-works\linda3,michaeljohn0@adventure-works.com,308-555-0175,Gdklarx2tW1EtZEyrAUEIhhguzrFKVS4Bh3BdAsGngk=,HUE+JKI=,2007-09-01 00:00:00.000
277,0,Mr.,Guy,NULL,Gilbert,NULL,The Bicycle Accessories Company,adventure-works\shu0,guy0@adventure-works.com,583-555-0198,YMhZzdS3NtxXPsz/PPksfdYWIvhuoemim9KoDsx20cg=,rQoQs38=,2006-09-01 00:00:00.000
280,0,Mr.,Frances,J.,Giglio,NULL,Standard Bikes,adventure-works\josé1,frances1@adventure-works.com,692-555-0136,Vf9lyf+xKSbSXq9yAcMEF9niZm29wvPV9e9dU9sYQVc=,6ansEQA=,2006-08-01 00:00:00.000
281,0,Ms.,Suzana De Abreu,A.,Canuto,NULL,Petroleum Products Distributors,adventure-works\josé1,suzanadeabreu0@adventure-works.com,990-555-0141,aQhg/A43Nq3pqIBjcyPBvjQ7qXHAckVwm6FjAZCx0nc=,RpQyjlA=,2007-09-01 00:00:00.000
282,0,Mr.,Billy,J.,Trent,NULL,Quick Parts and Service,adventure-works\garrett1,billy0@adventure-works.com,882-555-0115,tSfXgpVAnQ6TL8XxnK0PMKR2Ngn49a0253VcVtcV6QQ=,V1n+9SQ=,2007-09-01 00:00:00.000
286,0,Mr.,Leo,NULL,Giakoumakis,NULL,Number One Bike Co.,adventure-works\jae0,leo0@adventure-works.com,1 (11) 500 555-0169,x78xcW0FvKo3V2RvMGf37bcWhb50vMZ22IuaZcu+qmM=,abrUsFg=,2006-07-01 00:00:00.000
287,0,Mr.,Grant,NULL,Culbertson,NULL,Handy Bike Services,adventure-works\michael9,grant1@adventure-works.com,859-555-0173,nkkvhNgGMBN5JS2w3ewyvV4KCwrTMYC4+yoS/4hIUok=,fqDHYeo=,2005-08-01 00:00:00.000
288,0,Mr.,Robert,L.,Barker,NULL,Kickstand Sellers,adventure-works\michael9,robert3@adventure-works.com,241-555-0112,q8JpThg+EEoLRrvqBMW+Wa0RbFcCIfVIzYcGGELEOdk=,cdUS/K4=,2006-12-01 00:00:00.000
289,0,Ms.,Gabriel,L.,Bockenkamp,NULL,Moderately-Priced Bikes Store,adventure-works\pamela0,gabriel0@adventure-works.com,763-555-0145,hW0+tFeNNdvPsnKDuHc6OmH0bCdD2kCfpU6qVvIjdPs=,fjVy+G4=,2005-08-01 00:00:00.000
290,0,Mr.,Scott,NULL,Culp,NULL,Friendly Bike Shop,adventure-works\david8,scott3@adventure-works.com,119-555-0167,Xf7AJHcry+LouddJR3dIGHjo8du8EO+214E81gPafj0=,rXx8clQ=,2006-07-01 00:00:00.000
291,0,Mr.,Wayne,N.,Banack,NULL,Grand Bicycle Stores,adventure-works\jillian0,wayne0@adventure-works.com,640-555-0189,W6e3zjP9/VTWIVDfWOJ7/sdwfvSP0qPkcRJ1pTa249I=,mv8CSkM=,2006-09-01 00:00:00.000
292,0,Mr.,Michael,Greg,Blythe,NULL,Grease and Oil Products Company,adventure-works\jillian0,michael11@adventure-works.com,126-555-0172,5QCj8NIegcVaNIwAHhbulqzIKzgsgpVptbr8vMjvY9Q=,8L4g3I4=,2005-07-01 00:00:00.000
293,0,Mr.,Conor,NULL,Cunningham,NULL,Fashionable Bikes and Accessories,adventure-works\shu0,conor0@adventure-works.com,115-555-0113,/yVQQacXlcqZVH6x20kKCxCJ+sP4EjmPQXwwwInfNH0=,vJ/AcXo=,2005-09-01 00:00:00.000
294,0,Mr.,Alberto,F.,Baltazar,NULL,Flawless Bike Shop,adventure-works\linda3,alberto0@adventure-works.com,780-555-0114,7Pu+s7FYZ9ERNs/++8Bd+aj1rUALff6EuUnG0Xi+5f8=,L1e3Y34=,2005-09-01 00:00:00.000
295,0,Mr.,Joseph,P.,Mitzner,Jr.,Engineered Bike Systems,adventure-works\shu0,joseph4@adventure-works.com,129-555-0164,7obarvC3BHLIE/oFo0n+bkB/EZ03Zc8Vu+F2jpK/CNM=,k6zgROU=,2007-09-01 00:00:00.000
298,0,Mr.,Robert,NULL,Mitosinka,NULL,City Cycling,adventure-works\josé1,robert10@adventure-works.com,239-555-0198,vCVsOjGm0KyeirgUeD9DQYxoh13CXTJAA03IytWGrhs=,mQH+E8w=,2007-09-01 00:00:00.000
299,0,Mr.,Thierry,NULL,D'Hers,NULL,Citywide Service and Repair,adventure-works\josé1,thierry1@adventure-works.com,680-555-0192,i+ukExAQLOnEpQFQLme/QYR8w6kME+/MdykXoSxwgFI=,FooiQMs=,2006-07-01 00:00:00.000
300,0,Mr.,Daniel,NULL,Blanco,NULL,Nice Bikes,adventure-works\garrett1,daniel0@adventure-works.com,221-555-0167,bnDkCXU7YCA05COiVJst0pMlaJtfAK0H8pgniBfLooM=,oOIbGSo=,2006-09-01 00:00:00.000
304,0,Ms.,Linda,NULL,Mitchell,NULL,Essential Bike Works,adventure-works\jae0,linda9@adventure-works.com,1 (11) 500 555-0182,LJhS2DW9IscOBidp+dn6JWOa8axqqpEw2XIUiUMRKVM=,hrRF3s4=,2007-09-01 00:00:00.000
306,0,Mr.,Stephen,M.,Ayers,NULL,Work and Play Association,adventure-works\michael9,stephen1@adventure-works.com,818-555-0171,m79YsPy3BDp4/SUQsvNcbTQuyZxUGV9TuBeHcAHjZCk=,F0hRcQ8=,2006-09-01 00:00:00.000
307,0,Ms.,Neva,M.,Mitchell,NULL,Riding Associates,adventure-works\pamela0,neva0@adventure-works.com,992-555-0134,xUl8Ag905RQfEG81+mYFO378kfiUUFE0TsYSJ1+rU9I=,ru6E/qg=,2007-08-01 00:00:00.000
308,0,Ms.,Megan,N.,Davis,NULL,Rugged Bikes,adventure-works\david8,megan1@adventure-works.com,839-555-0198,G6BHmDa5WKyDUTzHeOszC8XHrN8wPjUM76UTZb39tWc=,BNNUWH4=,2007-09-01 00:00:00.000
309,0,Mr.,John,NULL,Arthur,NULL,The Gear Store,adventure-works\jillian0,john6@adventure-works.com,149-555-0113,AJwPH2IQhCHW77xtUnJh0G0EXqA11PsPLRRuSQK+K9U=,ZXH0EUg=,2005-08-01 00:00:00.000
310,0,Mr.,Frank,NULL,Miller,NULL,Orange Bicycle Company,adventure-works\jillian0,frank6@adventure-works.com,118-555-0184,h7ho5pw1ypORUO13IMzogsDDW1C9bUTmGWsz06Xax8E=,n/q5ims=,2006-08-01 00:00:00.000
311,0,Sr.,Alvaro,NULL,De Matos Miranda Filho,NULL,Principal Bike Company,adventure-works\shu0,alvaro0@adventure-works.com,551-555-0155,BrhebOErAX2tbZ1LZxAb8hwE96ZdIjikETxIsIKfpLw=,v5pJpw0=,2006-09-01 00:00:00.000
312,0,Mr.,Thomas,B.,Armstrong,Jr.,Resale Services,adventure-works\linda3,thomas1@adventure-works.com,226-555-0146,8ml/xroz0hroeUDl/KW2y2QlIIgHgygotLw0Md60cBY=,hXYQBis=,2005-08-01 00:00:00.000
313,0,Mr.,Dylan,NULL,Miller,NULL,Metropolitan Manufacturing,adventure-works\shu0,dylan1@adventure-works.com,140-555-0192,kE/AZF2xtlVStSAI51sBwnA1CENgrWppF3qD5KxBdVE=,q1lJvKo=,2005-11-01 00:00:00.000
316,0,Mr.,Ben,NULL,Miller,NULL,Low Price Cycles,adventure-works\josé1,ben1@adventure-works.com,207-555-0167,d8+17xmtxYv0ovo+dfdJCIe7zpoChbE+X4f+gQrPU3A=,6CMCzUQ=,2007-08-01 00:00:00.000
317,0,Mr.,Jacob,N.,Dean,NULL,Finer Riding Supplies,adventure-works\josé1,jacob0@adventure-works.com,767-555-0151,afWrNdx+a97zBy+NoV2h3JgMyfVCLmD1FMz7OiwtBRQ=,KVVlFXY=,2005-08-01 00:00:00.000
318,0,Ms.,Ann,NULL,Beebe,NULL,First-Rate Outlet,adventure-works\garrett1,ann0@adventure-works.com,277-555-0169,l3pyVEyTaWqsF1xRfSXtR2CgCOfOXQCSumdlzqMKLxQ=,BX3pcB8=,2005-08-01 00:00:00.000
322,0,Mr.,Matthew,J.,Miller,NULL,Tachometers and Accessories,adventure-works\jae0,matthew5@adventure-works.com,1 (11) 500 555-0176,/hDOTbr9X/E4UE8H6wjOGHYZ6Gb8GDpmutPWgFTXQnc=,eiCRDs8=,2006-09-01 00:00:00.000
323,0,Mr.,Jo,NULL,Brown,NULL,Metro Bike Works,adventure-works\michael9,jo2@adventure-works.com,689-555-0130,KZaaqy2YCpxZaXM7rzYJyuNkw9w+wWoUaL5P6Jdyzpk=,T2lZOPo=,2006-08-01 00:00:00.000
